site,data.source,day,month,year,section,distance.m,ch.spawn,ch.hold,ch.live.total,ch.live.est,reliability,pi.spawn,pi.hold,pi.live.total,pi.live.est,reliability,co.live.total,co.live.est,reliability,so.live.total,so.live.est,reliability,ch.bear,ch.wolf,ch.senes,ch.unknown,ch.dead.total,ch.dead.est,pi.bear,pi.wolf,pi.senes,pi.unknown,pi.dead.total,pi.dead.est,co.dead total,co.dead.est,Pink.active.spawning,Chum.active.spawning,Coho.active.spawning,Fish.countability,Sky.brightness,Windy,Precipitation.type,Precipitation.intensity,Bankfull,Water.colour,Stream.visibility,Rational.estimated.live,Rational.estimated.dead,NOTES
Mosquito Left,SFU,4,10,2011,total,,3,0,3,,,341,0,341,,,0,,,0,,,3,8,63,55,129,,32,109,230,139,510,,0,,Peak,End,,Good,Bright,No,Rain,Light,Below Normal,"DTDT, Silty",Medium,,,
Mosquito Right,SFU,4,10,2011,estuary,0,0,1,1,,,0,136,136,,,0,,,0,,,1,0,11,6,18,,4,0,24,15,43,,0,,Peak,End,,Good,Bright,No,Rain,Light,Normal,"DTDT, Silty",Medium,,,
Mosquito Right,SFU,4,10,2011,1,272,1,0,1,,,225,0,225,,,0,,,0,,,5,7,102,24,138,,4,4,53,24,85,,0,,Peak,End,,Good,Bright,No,Rain,Light,Normal,"DTDT, Silty",Medium,,,
Mosquito Right,SFU,4,10,2011,2,378,0,0,0,,,40,0,40,,,0,,,0,,,0,11,48,17,76,,3,7,14,4,28,,0,,Peak,End,,Good,Bright,No,Rain,Light,Normal,"DTDT, Silty",Medium,,,
Mosquito Right,SFU,4,10,2011,3,438,0,0,0,,,1,0,1,,,0,,,0,,,1,0,2,0,3,,0,0,0,0,0,,0,,Peak,End,,Good,Bright,No,Rain,Light,Normal,"DTDT, Silty",Medium,,,
Mosquito Right,SFU,4,10,2011,total,438,1,1,2,,,246,136,402,410,,0,,,0,,,7,18,163,47,235,,11,11,91,43,156,,0,,Peak,End,,Good,Bright,No,Rain,Light,Normal,"DTDT, Silty",Medium,,,
Bullock Square,SFU,4,10,2011,estuary,0,0,16,16,,,0,37,37,,,0,,,0,,,0,1,16,26,43,,0,0,16,7,23,,0,,,,,Good,Bright,No,Rain,Light,Normal,DTDT,High,,,
Bullock Square,SFU,4,10,2011,1,100,25,0,25,,,28,0,28,,,0,,,0,,,6,3,7,1,17,,6,0,5,2,13,,0,,,,,Good,Bright,No,Rain,Light,Normal,DTDT,High,,,
Bullock Square,SFU,4,10,2011,2,150,5,0,5,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,1,0,0,0,1,,0,,,,,Good,Bright,No,Rain,Light,Normal,DTDT,High,,,
Bullock Square,SFU,4,10,2011,total,150,30,16,46,,,28,37,65,,,0,,,0,,,6,4,23,27,60,,7,0,21,9,37,,0,,,,,Good,Bright,No,Rain,Light,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,estuary,0,0,10,10,,,0,163,163,,,0,,,0,,,0,9,37,9,55,,0,1,47,9,57,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,1,100,35,0,35,,,589,0,589,,,0,,,0,,,0,0,50,0,50,,0,20,106,0,126,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,2,200,17,0,17,,,169,0,169,,,0,,,0,,,0,0,47,0,47,,0,17,100,0,117,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,3,300,24,0,24,,,145,0,145,,,0,,,0,,,8,0,53,2,63,,5,1,54,2,62,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,4,370,43,0,43,,,170,0,170,,,0,,,0,,,0,0,91,1,92,,0,0,47,10,57,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,5,500,45,0,45,,,149,0,149,,,0,,,0,,,1,0,94,3,98,,0,3,42,2,47,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,6,575,50,0,50,,,82,0,82,,,0,,,0,,,0,0,47,0,47,,0,0,25,0,25,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,7,735,15,0,15,,,73,0,73,,,0,,,0,,,0,0,140,1,141,,0,2,53,8,63,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,8,835,14,0,14,,,47,0,47,,,0,,,0,,,0,0,118,2,120,,0,0,25,0,25,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,9,935,108,0,108,,,325,0,325,,,0,,,0,,,0,0,205,1,206,,0,0,67,0,67,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,10,2135,463,0,463,,,2808,0,2808,,,0,,,0,,,1,0,1167,18,1186,,1,2,446,12,461,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Hooknose,SFU,5,10,2011,total,2135,804,10,814,850,,4555,163,4718,4800,,0,,,0,,,10,9,2049,37,2105,,6,46,1014,43,1109,,0,,Peak,End,,Excellent,Bright,No,None,,Normal,DTDT,High,,,
Sagar,SFU,5,10,2011,estuary,0,0,239,239,,,0,119,119,,,0,,,0,,,3,0,308,45,356,,4,0,133,42,179,,0,,End,End,,Poor,Full,No,None,,Above Normal,DTDT,Low,,,
Sagar,SFU,5,10,2011,1,50,85,0,85,,,56,0,56,,,0,,,0,,,18,0,176,2,196,,6,0,80,6,92,,0,,End,End,,Poor,Full,No,None,,Above Normal,DTDT,Low,,,
Sagar,SFU,5,10,2011,2,100,71,0,71,,,42,0,42,,,0,,,0,,,0,0,75,0,75,,0,0,19,0,19,,0,,End,End,,Poor,Full,No,None,,Above Normal,DTDT,Low,,,
Sagar,SFU,5,10,2011,3,150,188,0,188,,,24,0,24,,,0,,,0,,,0,0,32,0,32,,0,0,13,0,13,,0,,End,End,,Poor,Full,No,None,,Above Normal,DTDT,Low,,,
Sagar,SFU,5,10,2011,total,150,344,239,583,700,,122,119,241,400,,0,,,0,,,21,0,591,47,659,,10,0,245,48,303,,0,,End,End,,Poor,Full,No,None,,Above Normal,DTDT,Low,,,
Rainbow,SFU,6,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,8,0,3,4,15,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,3,3,,0,0,0,1,1,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,5,250,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Rainbow,SFU,6,10,2011,total,250,0,0,0,,,0,0,0,,,0,,,0,,,8,0,3,7,18,,0,0,0,1,1,,0,,End,End,,,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,estuary,0,0,41,41,,,0,277,277,,,0,,,0,,,6,1,49,110,166,,4,1,44,44,93,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,1,100,0,0,0,,,3,0,3,,,0,,,0,,,0,0,23,2,25,,0,1,35,8,44,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,2,200,0,0,0,,,9,0,9,,,0,,,0,,,0,0,14,2,16,,0,0,8,0,8,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,3,300,9,0,9,,,60,0,60,,,0,,,0,,,0,0,18,0,18,,0,0,14,3,17,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,4,400,5,0,5,,,23,0,23,,,3,,,1,,,2,1,105,1,109,,4,0,12,0,16,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,5,500,1,0,1,,,19,0,19,,,70,,,0,,,0,0,38,3,41,,1,1,6,5,13,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,6,600,0,0,0,,,6,0,6,,,2,,,0,,,0,0,19,3,22,,0,0,1,0,1,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,7,700,6,0,6,,,54,0,54,,,0,,,0,,,6,8,191,44,249,,5,8,41,5,59,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Lee,SFU,6,10,2011,total,700,21,41,62,,,174,277,451,,,75,,,1,,,14,10,457,165,646,,14,11,161,65,251,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Mosquito Right,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,2,0,0,5,7,,0,,End,End,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Right,SFU,13,10,2011,1,272,0,0,0,,,26,0,26,,,0,,,0,,,2,2,28,19,51,,3,8,67,83,161,,0,,End,End,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Right,SFU,13,10,2011,2,378,0,0,0,,,2,0,2,,,0,,,1,,,3,0,9,6,18,,0,3,29,5,37,,0,,End,End,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Right,SFU,13,10,2011,3,438,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Right,SFU,13,10,2011,total,438,0,0,0,,,28,0,28,,,0,,,1,,,5,2,37,26,70,,5,11,96,93,205,,0,,End,End,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Left,SFU,13,10,2011,estuary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,Estuary counted in Mosquito RIGHT
Mosquito Left,SFU,13,10,2011,1,66,0,0,0,,,5,0,5,,,0,,,0,,,0,0,4,1,5,,9,12,31,14,66,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Left,SFU,13,10,2011,2,199,0,0,0,,,21,0,21,,,0,,,0,,,8,0,21,14,43,,14,47,202,55,318,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Left,SFU,13,10,2011,3,341,0,0,0,,,1,0,1,,,0,,,0,,,0,0,0,4,4,,7,2,12,17,38,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Mosquito Left,SFU,13,10,2011,total,341,0,0,0,,,27,0,27,,,0,,,0,,,8,0,25,19,52,,30,61,245,86,422,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Spiller Trib.#1,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Good,Bright,No,None,,Above Normal,DTDT,High,,,
Spiller Trib.#1,SFU,13,10,2011,1,50,0,3,3,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Good,Bright,No,None,,Above Normal,DTDT,High,,,
Spiller Trib.#1,SFU,13,10,2011,total,50,0,3,3,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Good,Bright,No,None,,Above Normal,DTDT,High,,,
Kill Creek,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,150,2,152,,0,0,25,0,25,,0,,,,,Good,Bright,No,None,,Normal,Silty,Medium,,,
Kill Creek,SFU,13,10,2011,1,150,0,0,0,,,0,0,0,,,0,,,0,,,5,3,332,27,367,,0,0,37,10,47,,0,,,,,Good,Bright,No,None,,Normal,Silty,Medium,,,
Kill Creek,SFU,13,10,2011,2,290,0,0,0,,,1,0,1,,,0,,,0,,,0,13,189,30,232,,2,0,35,5,42,,0,,,,,Good,Bright,No,None,,Normal,Silty,Medium,,,
Kill Creek,SFU,13,10,2011,3,420,0,0,0,,,0,0,0,,,0,,,0,,,16,7,234,0,257,,0,2,140,0,142,,0,,,,,Good,Bright,No,None,,Normal,Silty,Medium,,,
Kill Creek,SFU,13,10,2011,total,420,0,0,0,,,1,0,1,,,0,,,0,,,21,23,905,59,1008,,2,2,237,15,256,,0,,,,,Good,Bright,No,None,,Normal,Silty,Medium,,,
Fell Creek,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,6,6,,0,0,0,1,1,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Fell Creek,SFU,13,10,2011,1,25,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Fell Creek,SFU,13,10,2011,total,25,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,6,6,,0,0,0,1,1,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Bullock Square,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,5,11,16,,0,0,0,8,8,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Bullock Square,SFU,13,10,2011,1,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,1,1,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Bullock Square,SFU,13,10,2011,2,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Bullock Square,SFU,13,10,2011,3,310,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Bullock Square,SFU,13,10,2011,total,310,0,0,0,,,0,0,0,,,0,,,0,,,0,0,5,11,16,,0,0,0,9,9,,0,,,,,Good,Bright,No,None,,Above Normal,Clear,High,,,
Troupe North,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,Clear,High,,,
Troupe North,SFU,13,10,2011,1,60,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,Clear,High,,,
Troupe North,SFU,13,10,2011,2,130,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,Clear,High,,,
Troupe North,SFU,13,10,2011,3,180,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,Clear,High,,,
Troupe North,SFU,13,10,2011,total,180,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,Clear,High,,,
Troupe South,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Troupe South,SFU,13,10,2011,1,60,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Troupe South,SFU,13,10,2011,2,120,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Troupe South,SFU,13,10,2011,3,195,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Troupe South,SFU,13,10,2011,total,195,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,Medium,,,
Farm Bay,SFU,13,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Farm Bay,SFU,13,10,2011,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Farm Bay,SFU,13,10,2011,2,95,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Farm Bay,SFU,13,10,2011,3,130,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Farm Bay,SFU,13,10,2011,4,180,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Farm Bay,SFU,13,10,2011,total,180,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,,Bright,No,None,,Above Normal,DTDT,High,,,
Port John,SFU,14,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,1,2,2,5,,0,3,1,4,8,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Port John,SFU,14,10,2011,1,40,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,1,1,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Port John,SFU,14,10,2011,2,95,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Port John,SFU,14,10,2011,3,145,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Port John,SFU,14,10,2011,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Port John,SFU,14,10,2011,total,200,0,0,0,,,0,0,0,,,0,,,0,,,0,1,2,2,5,,0,3,1,5,9,,0,,End,End,,Good,Bright,No,None,,Normal,Clear,High,,,
Codville,SFU,14,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,11,9,20,,1,1,2,17,21,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Codville,SFU,14,10,2011,1,60,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,2,2,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Codville,SFU,14,10,2011,2,130,0,0,0,,,0,0,0,,,0,,,0,,,0,0,1,0,1,,0,0,0,1,1,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Codville,SFU,14,10,2011,3,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Codville,SFU,14,10,2011,4,255,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Codville,SFU,14,10,2011,total,255,0,0,0,,,0,0,0,,,0,,,0,,,0,0,12,9,21,,1,1,2,20,24,,0,,End,End,,,Bright,No,None,,Normal,"DTDT, Muddy",Low,,,
Fancy Head,SFU,14,10,2011,estuary,0,0,0,0,,,0,0,0,,,1,,,0,,,0,0,34,35,69,,0,0,0,26,26,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Head,SFU,14,10,2011,1,50,2,0,2,,,1,0,1,,,0,,,0,,,0,0,13,0,13,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Head,SFU,14,10,2011,2,100,5,0,5,,,0,0,0,,,0,,,0,,,0,0,3,0,3,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Head,SFU,14,10,2011,3,155,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Head,SFU,14,10,2011,total,155,7,0,7,,,1,0,1,,,1,,,0,,,0,0,50,35,85,,0,0,0,26,26,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,estuary,0,0,1,1,,,0,45,45,,,0,,,0,,,27,0,35,21,83,,0,0,3,2,5,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,1,38,4,0,4,,,20,0,20,,,0,,,0,,,1,0,35,1,37,,0,0,10,0,10,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,2,71,0,0,0,,,7,0,7,,,0,,,0,,,1,0,0,2,3,,1,0,0,0,1,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,3,111,0,0,0,,,1,0,1,,,0,,,0,,,0,0,2,0,2,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,4,143,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,5,193,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,6,323,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Fancy Right,SFU,14,10,2011,total,323,4,1,5,,,28,45,73,,,0,,,0,,,29,0,72,24,125,,1,0,13,2,16,,0,,End,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,estuary,0,0,0,0,,,0,20,20,,,0,,,0,,,20,0,50,30,100,,0,0,0,0,0,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,1,50,5,0,5,,,38,0,38,,,0,,,0,,,0,0,18,1,19,,0,0,18,6,24,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,2,100,5,0,5,,,21,0,21,,,0,,,0,,,0,0,20,2,22,,0,0,10,5,15,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,3,150,2,0,2,,,9,0,9,,,0,,,0,,,0,0,15,4,19,,0,0,1,3,4,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,4,200,3,0,3,,,1,0,1,,,0,,,0,,,0,0,20,0,20,,0,0,2,1,3,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,5,250,6,0,6,,,7,0,7,,,0,,,0,,,1,0,10,7,18,,0,0,1,2,3,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,6,300,0,0,0,,,0,0,0,,,0,,,0,,,1,0,0,0,1,,0,0,0,0,0,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,7,350,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Ada,SFU,14,10,2011,total,350,21,0,21,,,76,20,96,,,0,,,0,,,22,0,133,44,199,,0,0,32,17,49,,0,,End,End,,Good,Full,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,5,250,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,6,300,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Jane,SFU,14,10,2011,total,300,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,End,End,,,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,estuary,0,0,6,6,,,0,195,195,,,0,,,0,,,4,0,1,802,807,,0,0,0,99,99,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,1,268,90,0,90,,,641,0,641,,,0,,,0,,,9,0,363,40,412,,5,0,65,5,75,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,2,328,46,0,46,,,233,0,233,,,0,,,0,,,0,0,95,281,376,,0,0,25,36,61,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,3,538 (L),73,0,73,,,252,0,252,,,0,,,0,,,3,0,256,0,259,,2,0,28,0,30,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,4,538 (R ),93,0,93,,,298,0,298,,,0,,,0,,,0,0,357,0,357,,0,0,40,0,40,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,
Bullock Main,SFU,1,10,2011,total,748,302,6,308,,,1424,195,1619,,,0,,,0,,,16,0,1072,1123,2211,,7,0,158,142,305,,0,,Peak,End,,Good,Bright,No,None,,Normal,DTDT,High,,,total of main stem and left and right forks
